read_length	position_in_MA	percent_id
100	0	20.399999999999995
100	1	20.399999999999995
100	2	20.399999999999995
100	3	20.399999999999995
100	4	20.399999999999995
100	5	20.399999999999995
100	6	69.75967789961508
100	7	69.75967789961508
100	8	69.75967789961508
100	9	69.75967789961508
100	10	69.75967789961508
100	11	69.75967789961508
100	12	69.75967789961508
100	13	69.75967789961508
100	14	69.75967789961508
100	15	69.75967789961508
100	16	69.75967789961508
100	17	69.75967789961508
100	18	69.75967789961508
100	19	69.75967789961508
100	20	69.75967789961508
100	21	69.75967789961508
100	22	69.75967789961508
100	23	69.75967789961508
100	24	69.75967789961508
100	25	69.75967789961508
100	26	20.399999999999995
100	27	20.399999999999995
100	28	20.399999999999995
100	29	20.399999999999995
100	30	20.399999999999995
100	31	80.57678556371826
100	32	80.57678556371826
100	33	80.57678556371826
100	34	80.57678556371826
100	35	80.57678556371826
100	36	80.57678556371826
100	37	80.57678556371826
100	38	80.57678556371826
100	39	80.57678556371826
100	40	80.57678556371826
100	41	80.57678556371826
100	42	80.57678556371826
100	43	80.57678556371826
100	44	80.57678556371826
100	45	80.57678556371826
100	46	80.57678556371826
100	47	80.57678556371826
100	48	80.57678556371826
100	49	80.57678556371826
100	50	80.57678556371826
100	51	80.57678556371826
100	52	80.57678556371826
100	53	80.57678556371826
100	54	80.57678556371826
100	55	80.57678556371826
100	56	80.57678556371826
100	57	80.57678556371826
100	58	80.57678556371826
100	59	80.57678556371826
100	60	80.57678556371826
100	61	80.57678556371826
100	62	80.57678556371826
100	63	80.57678556371826
100	64	80.57678556371826
100	65	80.57678556371826
100	66	80.57678556371826
100	67	80.57678556371826
100	68	80.57678556371826
100	69	80.57678556371826
100	70	80.57678556371826
100	71	80.57678556371826
100	72	80.57678556371826
100	73	80.57678556371826
100	74	80.57678556371826
100	75	80.57678556371826
100	76	71.26328349572219
100	77	71.26328349572219
100	78	71.26328349572219
100	79	78.97280847196612
100	80	78.97280847196612
100	81	78.97280847196612
100	82	79.37271017890833
100	83	79.37271017890833
100	84	79.37271017890833
100	85	79.37271017890833
100	86	79.37271017890833
100	87	81.58022380732714
100	88	81.58022380732714
100	89	81.58022380732714
100	90	81.58022380732714
100	91	81.58022380732714
100	92	81.58022380732714
100	93	81.58022380732714
100	94	81.58022380732714
100	95	81.58022380732714
100	96	81.58022380732714
100	97	81.58022380732714
100	98	81.58022380732714
100	99	81.98
100	100	81.98
100	101	81.98
100	102	83.77834269646958
100	103	83.77834269646958
100	104	83.77834269646958
100	105	83.77834269646958
100	106	83.77834269646958
100	107	83.77834269646958
100	108	83.77834269646958
100	109	83.77834269646958
100	110	83.77834269646958
100	111	83.77834269646958
100	112	83.77834269646958
100	113	83.77834269646958
100	114	83.77834269646958
100	115	83.77834269646958
100	116	83.77834269646958
100	117	83.77834269646958
100	118	83.77834269646958
100	119	83.77834269646958
100	120	83.77834269646958
100	121	83.77834269646958
100	122	83.77834269646958
100	123	83.77834269646958
100	124	83.77834269646958
100	125	83.77834269646958
100	126	83.77834269646958
100	127	83.77834269646958
100	128	83.77834269646958
100	129	83.77834269646958
100	130	83.77834269646958
100	131	83.77834269646958
100	132	83.77834269646958
100	133	83.77834269646958
100	134	83.77834269646958
100	135	83.77834269646958
100	136	83.77834269646958
100	137	83.77834269646958
100	138	83.77834269646958
100	139	83.77834269646958
100	140	83.77834269646958
100	141	83.77834269646958
100	142	83.77834269646958
100	143	83.77834269646958
100	144	72.56544204114475
100	145	72.56544204114475
100	146	20.399999999999995
